56	is
20	are
14	cast
11	casts
11	ensures
8	stuffing
8	have
8	corrupted
7	is cast
7	can verify
7	contains
6	can cast
6	given
5	should be
5	generates
5	successfully verified
5	described
5	relying
5	to cast
5	constructs
5	use
4	assume
4	to ensure
4	using
4	used
4	prover
4	denote
4	describe
4	receives
4	means
4	is corrupted
4	is allowed
4	holds
4	resulting
4	let
4	does not know
4	@
3	rewriting
3	to obtain
3	is published
3	cannot be detached
3	underlying
3	enrich
3	perform
3	define
3	expected
3	based
3	pwd2
3	corrupts
3	note
3	corrupting
3	denoted
3	verifying
3	represents
3	is verified
3	propose
3	allow
3	verify
3	protects
3	prove
3	takes
3	makes
3	published
3	publishes
2	requires
2	allowing
2	a1
2	prevents
2	posted
2	refer
2	does
2	recorded
2	authenticate
2	is as follows
2	sends
2	casting
2	has
2	was cast
2	can be consumed
2	running
2	verified
2	containing
2	id
2	to cr
2	corresponds
2	can block
2	received
2	to be used
2	to id
2	is called
2	prl
2	limiting
2	cannot cast
2	proving
2	construct
2	xk
2	r.
2	may
2	publish
2	correctly reflects
2	maintaining
2	may submit
2	determines
2	is based
2	has to be trusted
2	is recorded
2	specifying
2	is counted
2	cannot be changed
2	are cast
2	following
2	labeled
2	are specified
2	call
2	to use
2	need to make
2	to achieve
2	presented
1	also helps
1	would work
1	has to be formally proved
1	can also be verifiably linked
1	consumes
1	does not directly contain
1	is ensured
1	includes
1	following protect
1	will not be noticed
1	can also be verified
1	fixing
1	to verify
1	to follow
1	storing
1	expect
1	highlight
1	record
1	is reserved
1	signed
1	transmits
1	compute
1	encoded
1	will not have
1	cannot be cast
1	to be counted
1	are allowed to vote
1	was
1	is not needed
1	are produced
1	should occur
1	to track
1	bound
1	was also proposed
1	to also protect
1	is updated
1	introduced
1	already submitted
1	do not consider
1	can be decrypted
1	to perform
1	attacks
1	previously written
1	constrains
1	has to be fixed
1	are blocked
1	refers
1	can also lead
1	zero-knowledge
1	to add
1	still do not achieve
1	is specified
1	needs to supply
1	must necessarily have been cast
1	be
1	may be
1	provides
1	id1
1	can cause
1	would break
1	happens
1	can be modelled
1	should be sent
1	is thought to hold
1	is verifiably linked
1	randomly generated
1	performing
1	follows
1	have proved
1	is also denoted
1	extends
1	is not corrupted
1	can be discarded
1	would have to generate
1	should be executed
1	to store
1	underlies
1	is complemented
1	would limit
1	relies
1	can only be changed
1	is called labeled
1	uses
1	to be consumed
1	authenticates
1	make
1	is sent
1	was supported
1	may break
1	does not terminate
1	is to ensure
1	can be sent
1	is tallied
1	applied
1	present
1	assigning
1	essentially ensuring
1	is not aected
1	modelling
1	concerning
1	cannot make
1	controlled
1	obtained
1	does not help
1	combine
1	are automatically performed
1	attaching
1	is defined
1	has not verified
1	create
1	cannot copy
1	are used
1	allows to derive
1	cr
1	is decrypted
1	make do not significantly aect
1	is disallowed
1	has not performed
1	to be
1	can submit
1	improves
1	s
1	tackle is
1	is preceded
1	should be counted
1	improved
1	electing
1	thereby ensuring
1	explicitly include
1	cannot use
1	combining
1	are built
1	knowing
1	can also encode
1	to b2
1	perfectly hiding
1	would reveal
1	learns
1	can be given
1	recording
1	violates
1	was formally proved to be
1	is done
1	can subsequently verify
1	constructing
1	could be achieved
1	encrypting
1	elapse
1	to skey
1	penetrate
1	to protect
1	do
1	should be lifted
1	distributes
1	are represented
1	should
1	formally prove
1	cr0
1	is required
1	attached to b
1	is intended
1	typically chooses
1	consumed
1	id2 verified
1	tallied
1	is blocked
1	accepting
1	manages to obtain
1	already communicates
1	to resist
1	have been cast
1	can see
1	formally proving
1	is to further augment
1	to hide
1	to verifiably attach
1	prohibits
1	have not verified
1	modelled relying
1	to stu
1	b constructed
1	is accepted
1	enables
1	also counts
1	reconstructing
1	submitted
1	computes
1	already used
1	can rely
1	significantly aects
1	also think
1	are modelled
1	are corrupted
1	to determine
1	has not been formally proved
1	gives
1	should remain
1	to get
1	also claim
1	interact
1	leading
1	ordering
1	should be recorded
1	are related
1	fetches
1	linking
1	i.
1	encoding
1	that is
1	cannot construct
1	is to verifiably link
1	creates
1	can be executed
1	encrypts
1	may then verify
1	to undetectably replace
1	should check
1	put
1	enforcing
1	was proved to satisfy
1	could be
1	shows
1	have introduced
1	denotes
1	should correspond
1	to specify
1	also to cast
1	are signed
1	relates
1	do not require
1	related
1	is performed
1	disproving
1	can then cast
1	only keep
1	can let
1	discuss
1	regarding
1	to overcome
1	violating
1	would link
1	verifies
1	do not communicate
1	writing
