31	chvote
19	item
15	specification document
12	geneva
12	java
10	figure
8	cryptographic protocol
7	pseudo-code algorithms
6	applied
5	bern
5	central role
5	ep1
5	lncs
5	r. haenni
5	switzerland
4	cryptographic parameters
4	cryptology
4	fig
4	p. locher
4	possible degree
3	archive
3	communal issues
3	e. dubuis
3	early stage
3	election event
3	electoral systems
3	fc
3	genballot
3	important aspect
3	international workshops
3	internet
3	mathematical library
3	mathematical symbols
3	modeling
3	nist
3	overall complexity
3	package structure
3	page
3	pki
3	protocol algorithms
3	protocol design
3	r. e. koenig
3	relevant part
3	software developers
3	sp1
3	sp2
3	state diagram
3	state pattern
3	top-level algorithms
3	version
2	< args >
2	addison-wesley
2	ae
2	applying
2	april
2	b. warinschi
2	ballot generation
2	bericht
2	biel
2	biginteger
2	bytearray
2	code quality
2	communication abilities
2	communication diagrams
2	core protocol
2	corresponding code
2	cryptographic building blocks
2	cryptographic core
2	current version
2	d. bernhard
2	election outcome
2	eligibility matrix
2	exemplary
2	expensive computations
2	experience report
2	fiatshamir
2	formal notations
2	general idea
2	general model
2	hash values
2	human voters
2	iacr cryptology
2	ideal interface
2	input parameters
2	integer
2	k. hani
2	main goal
2	map1
2	maximal transparency
2	mep1
2	minimal costs
2	mpv1
2	new requirements
2	o. pereira
2	overall code readability
2	pair
2	performance
2	proper parameterization
2	protocol [
2	protocol parties
2	protocol run
2	protocol specification
2	protocols security properties
2	providing
2	security properties
2	set
2	similar projects
2	sixteen dierent topics
2	source code
2	string
2	style guidelines
2	such cases
2	swiss context
2	systematic way
2	technical details
2	triple
2	vector
2	vote
2	whole document
2	y. denzer
1	1-out-of-np party election
1	> >
1	[ ok ]
1	a. fiat
1	a. shamir
1	abbreviations
1	able fix
1	abstract
1	abstract protocol description
1	abstract protocol model
1	abstract setting
1	abstraction layer
1	accurate adversary model
1	accurate model
1	actual choice
1	actual implementation
1	actual security
1	additional complication
1	additional immutable mathematical objects
1	additional input
1	additional layer
1	admissible choices
1	advances
1	adversary model
1	algorithm exception
1	algorithm implementation
1	algorithm module establishes
1	algorithmic details
1	algorithms deals
1	algorithms describe
1	alpha hat ij
1	alphabet
1	application
1	asiacrypt12
1	atomic entities
1	august
1	austria
1	authority fall
1	available information
1	ax
1	bachelor thesis
1	bad design decisions
1	basic data types
1	beijing
1	big picture
1	binary representation
1	bk
1	black-box system
1	blocks
1	bold k
1	bregenz
1	built-in type safety
