67	definition
49	honest voters
33	universal verifiability
32	iv
32	verify
31	vi
30	bulletin board
29	cortier
25	bulletin board b
25	ktv
24	condition
24	tally
23	vote
22	] [
22	computer
21	verifiability
19	honest program
18	bsan
18	smyth
15	reg
15	uv
14	dishonest voters
14	pr
13	end-to-end verifiability
13	setup
13	vii
12	ea
12	extr
12	final result
12	trust assumptions
12	verifiability definition
11	ballot box
11	election result
11	individual verifiability
11	proceedings
10	fig
10	figure
10	helios
10	kusters
10	lecture notes
10	privacy
10	springer
10	strong verifiability
10	viii
9	e2e
9	usenix
9	wrap
8	acm
8	actual choices
8	cast
8	corrupt message
8	dishonest voter
8	electronic voting
8	kremer
8	myballot
8	protocol participants
8	sv
8	vsd
7	ballot b
7	ch
7	choice c
7	cryptology
7	dynamic corruption
7	election scheme
7	honest votes
7	intuitively
7	ppt adversary
7	protocol run
7	protocol structure
7	psfc
7	result r
7	roughly
7	static corruption
7	tomasz truderung
7	universal
7	vcast
7	vhappy
6	a. ryan
6	appendix
6	august
6	ballot box b
6	david galindo
6	fairness condition
6	formal definitions
6	honest programs
6	honest voter
6	hvote
6	iuv
6	kiayias
6	outputs reject
6	p0
6	p1
6	pcekmw
6	previous sections
6	ralf kusters
6	recall
6	run r
6	succ
6	verifiability notions
6	verifyvote
5	assumes
5	b0san
5	benaloh
5	bulletin boards
5	communications
5	eligible voters
5	end-to-end
5	experiment expuv
5	goal k
5	goodcount
5	hence
5	ieee
5	ieee symposium
5	ii
5	international conference
5	peter y
5	public transcript
5	result function
5	success rate
5	t1
5	threeballot
5	trust assumption
5	various definitions
5	vn
5	zero-knowledge proofs
4	advances
4	andreas vogt
4	archive
4	ben adida
4	choice ci
4	cn }
4	credential
4	election verifiability
4	elections
4	extraction property
4	general definition
4	goal qn
4	ieee computer
4	iii-b
4	j. alex halderman
4	jhappy
4	josh benaloh
4	judge accepts
4	ktv framework
4	malicious bulletin board
4	model
4	multiset { c1
4	olivier pereira
4	otherwise
4	ovote
4	p2
4	pcggi
4	requires
4	ronald l. rivest
4	security guarantees
4	security parameter
4	september
4	symposium
4	tally uniqueness
4	tm
4	uniform treatment
4	universal test
4	usa
4	usenix/accurate electronic voting
4	v1
4	valid vote
4	verifiability definitions
4	vsds
4	weak verifiability
4	wv
3	  
3	] http
3	actual choice
3	additionally
3	adversary
3	analysis
3	ao
3	application
3	b. verifiability
3	ballot bi
3	baum
3	c. discussion
3	cbnb c s.t
3	checked
3	choice space
3	chris culnane
3	clash
3	clearly
3	conditions
3	david chaum
3	douglas wikstrom
3	e2e-verifiability
3	election authority
3	election run
3	election schemes
3	election transcript
3	end-2-end verifiability
3	evt
3	evt/wote
3	experiment outputs
3	formal definition
3	formally
3	france
3	function f
3	goal ql
3	goodsan
3	great flexibility
3	individual test
3	judging procedure
3	july
3	k votes
3	l tellers
3	markus jakobsson
3	master program
3	miroslaw kutylowski
3	nb |c
3	o vote
3	ocast
3	ocorrupt
3	ppendix
3	protocol
3	protocol guarantees
3	protocol specification
3	public parameters
3	quantitative approach
3	r =
3	result = return
3	security analysis
3	sok
3	specific protocol structure
3	subsequent sections
3	such systems
3	systems
3	tally0
3	technology workshop / workshop
3	theory
3	trustworthy elections
3	turing
3	typically
3	uk
3	upon
3	valid
3	veronique cortier
3	vi vcast
3	voters intent
3	voting
3	washington
3	weak
3	wide range
3	{ cai } ni=1
3	{ cbi } ni=1
2	-election schema s
2	-election system
2	= {
2	] =
2	` > `
2	absentee voters
2	acm sigsac
2	active program
2	actual votes
2	aggelos kiayias
2	altogether
2	austria
2	b =
2	b b
2	b result = { cei } ni=1
2	bart preneel
2	based
2	ben smyth
2	benalohs
2	benign adversary
2	bingsheng zhang
2	boolean
2	c >
2	c.
2	california
2	candidate c
2	ccs
2	check returns
2	chevallier-mames
2	choice c.
2	choices ci
2	civitas
2	computational model
2	correct result
2	correct tally
2	corresponding adversary
2	corrupt messages
2	corrupt voters
2	credentials credi
2	cryptographic techniques
2	cryptology eurocrypt
2	csf
2	d. casting
2	d.c.
2	definition assumes
2	definition constitutes
2	definitions differ
2	different valid votes
2	directions
2	dishonest program
2	dishonest registrar
2	e-voting protocols
2	election corresponds
2	election paramaters
2	election schema s
2	election system
2	election technology
2	electronic voting protocols
2	eligibility verifiability
2	end-toend verifiability
2	eric wustrow
2	existential quantification
2	exists `
2	expa
2	experiment expiv
2	expiv
2	expuv
2	expverb
2	expverg
2	extract votes
2	fairness conditions
2	final phase
2	formal verifiability definition
2	foundations symposium
2	full version
2	future research
2	fuzzy state
2	general trust assumptions
2	germany
2	goals k
2	hal
2	honest ballots
2	honest voters ballots
2	honest voters choices
2	hosp
2	hvote\checked
2	identity i
2	iii
2	implication c r
2	important aspects
2	informatik
2	information
2	item
2	iv uv
2	iv-b
2	ix
2	jean-jacques quisquater
2	jets
2	johannes mueller
2	johannes muller
2	judge runs
2	k >
2	kripp
2	malicious registrar
2	meaningful notion
2	michael r. clarkson
2	model according
2	myth et al
2	n voters
