138	is
49	are
36	have
28	corrupted
18	show
17	@
15	verified
15	note
15	consider
13	used
12	casts
11	represents
11	verify
10	using
10	cast
10	let
9	to ensure
9	present
9	publishes
9	to represent
8	applying
8	stuffing
8	find
8	contains
8	allows
7	should be
7	assume
7	associated
7	specifies
7	casting
7	corresponds
7	use
6	are corrupted
6	ensure
6	authenticate
6	verifies
6	relying
6	is recorded
6	can
6	obtained
6	shows
6	referring
5	requires
5	required
5	generates
5	registered
5	be
5	has
5	relies
5	say
5	ensuring
5	expected
5	given
5	is allowed
5	can be
5	accepts
5	presented
4	to control
4	to verify
4	called
4	currently deployed
4	recorded
4	deduce
4	to obtain
4	being
4	define
4	corrupts
4	is replaced
4	is used
4	says
4	defining
4	capture
4	following
4	abstaining
4	expect
4	making
4	to choose
4	can be audited
4	existing
3	rewriting
3	constructed
3	are delivered
3	submits
3	relating
3	continuing
3	is published
3	showing
3	adding
3	obtain
3	is tallied
3	denote
3	instantiated
3	generating
3	considering
3	comes
3	according
3	can be combined
3	achieve
3	based
3	will be tallied
3	to make
3	tallied
3	can be performed
3	need
3	encoding
3	was cast
3	occurs
3	verifying
3	discuss
3	introduce
3	propose
3	including
3	allow
3	can conclude
3	may
3	to cast
3	to construct
3	performed
3	knows
3	makes
3	does not correspond
3	also have
3	illustrating
3	to prevent
3	is corrupted
3	represent
3	can be seen
2	implies
2	should ensure
2	successfully verified
2	obtains
2	demonstrate
2	record
2	to be counted
2	assumes
2	can be explained
2	removing
2	does not terminate
2	let be
2	to apply
2	described
2	can be subverted
2	phase generate
2	provides
2	may have
2	would be
2	can define
2	can then deduce
2	captures
2	fixing
2	to be
2	assigns
2	make
2	to figure
2	can perform
2	ensures
2	may allow
2	argue
2	seeing
2	receives
2	extend
2	see
2	to be elected
2	communicates
2	covering
2	do
2	is selected
2	controls
2	distributed
2	are missed
2	vary according
2	added
2	finding
2	sees
2	require
2	specify
2	is defined
2	encode
2	generate
2	is communicated
2	can check
2	adapt
2	is counted
2	publish
2	need to ensure
2	correctly reflects
2	related
2	can verify
2	is based
2	also find
2	derive
2	is generated
2	satisfies
2	perform
2	are presented
2	means
2	are cast
2	discussed
2	to vote
2	recall
2	are processed
2	is presented
2	selects
2	taken
2	distributing
2	is also violated
2	requiring
2	followed
2	resulting
2	tallying
2	desired
2	construct
2	to be tallied
2	is received
2	stuffing is
2	were cast
2	send
2	can be obtained
2	can be used
2	is represented
1	having
1	to appear
1	can help to express
1	forgoes
1	implied
1	are leaked
1	should mention
1	can add
1	are labelled
1	is ensured
1	is also analysed
1	can be assumed
1	are always applied
1	allowing
1	bounded
1	to consider
1	generated
1	includes
1	shown
1	is fully corrupted
1	are shown to imply
